0,1107,1017,876,697,380,297
1,1108,1018,876,698,380,297
2,1109,1019,877,698,380,298
3,1109,1019,878,699,380,298
4,1110,1020,878,699,380,298
5,1111,1021,879,700,381,298
6,1111,1021,880,700,381,299
7,1112,1022,880,701,381,299
8,1113,1023,881,701,381,299
9,1114,1024,882,701,381,299
10,1114,1024,882,702,381,299
11,1115,1025,883,702,381,300
12,1116,1026,884,703,381,300
13,1117,1027,884,703,381,300
14,1117,1027,885,703,381,300
15,1118,1028,886,704,381,300
16,1119,1029,886,704,381,300
17,1120,1030,887,704,381,300
18,1120,1030,888,705,381,300
19,1121,1031,888,705,381,300
20,1122,1032,889,705,381,300
21,1123,1033,890,705,380,300
22,1123,1033,890,706,380,300
23,1124,1034,891,706,380,299
24,1125,1035,892,706,380,299
25,1126,1036,892,706,379,299
26,1126,1036,893,707,379,299
27,1127,1037,893,707,379,299
28,1128,1038,894,707,378,298
29,1129,1039,895,707,378,298
30,1129,1039,895,707,378,298
31,1130,1040,896,707,377,298
32,1131,1041,896,708,377,297
33,1132,1042,897,708,376,297
34,1132,1042,897,708,376,296
35,1133,1043,898,708,375,296
36,1134,1044,898,708,375,296
37,1134,1044,899,708,374,295
38,1135,1045,899,708,373,295
39,1136,1046,900,708,373,294
40,1136,1046,900,708,372,294
41,1137,1047,901,708,372,293
42,1138,1048,901,708,371,292
43,1138,1048,902,708,370,292
44,1139,1049,902,708,369,291
45,1140,1050,903,708,369,291
46,1140,1050,903,708,368,290
47,1141,1051,903,708,367,289
48,1141,1051,904,708,367,289
49,1142,1052,904,708,366,288
50,1143,1053,904,708,365,287
51,1143,1053,905,708,364,287
52,1144,1054,905,707,363,286
53,1144,1054,905,707,362,285
54,1145,1055,905,707,362,284
55,1146,1056,906,707,361,283
56,1146,1056,906,707,360,283
57,1147,1057,906,707,359,282
58,1147,1057,906,706,358,281
62,1148,1058,907,706,357,280
63,1148,1058,907,706,356,279
64,1149,1059,907,706,355,278
65,1149,1059,907,706,354,277
66,1150,1060,907,705,353,276
67,1150,1060,907,705,352,275
68,1151,1061,907,705,351,275
69,1151,1061,908,705,351,274
70,1152,1062,908,704,350,273
71,1152,1062,908,704,349,272
72,1153,1063,908,704,348,271
73,1153,1063,908,704,347,270
74,1154,1064,908,703,346,269
75,1154,1064,908,703,344,268
76,1155,1065,908,703,343,266
77,1155,1065,908,703,342,265
78,1156,1066,908,702,341,264
79,1156,1066,908,702,340,263
80,1156,1066,908,702,339,262
81,1157,1067,908,701,338,261
82,1157,1067,908,701,337,260
83,1158,1068,908,701,336,259
84,1159,1069,908,701,335,258
85,1160,1070,907,700,334,257
86,1160,1070,907,700,333,256
87,1161,1071,907,700,332,255
88,1161,1071,907,699,331,253
89,1161,1071,907,699,330,252
90,1162,1072,907,699,329,251
91,1162,1072,907,698,328,250
92,1163,1073,907,698,327,249
93,1163,1073,906,698,326,248
94,1164,1074,906,698,325,247
95,1164,1074,906,697,324,245
96,1165,1075,906,697,323,244
97,1165,1075,906,697,322,243
98,1165,1075,906,696,321,242
99,1166,1076,905,696,320,241
100,1166,1076,905,696,319,240
101,1167,1077,905,696,318,239
102,1167,1077,905,695,317,238
103,1168,1078,904,695,316,236
104,1168,1078,904,695,315,235
105,1169,1079,904,694,314,234
106,1169,1079,904,694,313,233
107,1169,1079,904,694,312,232
108,1170,1080,903,694,311,231
109,1170,1080,903,693,310,230
110,1171,1081,903,693,309,229
111,1171,1081,903,693,308,228
112,1172,1082,902,693,307,226
113,1171,1081,902,693,306,225
114,1172,1082,902,692,305,224
115,1172,1082,902,692,305,223
116,1173,1083,901,692,304,222
117,1173,1083,901,692,303,221
118,1174,1084,901,692,302,220
119,1174,1084,901,692,301,219
120,1175,1085,900,691,300,218
121,1175,1085,900,691,300,217
122,1176,1086,900,691,299,216
124,1176,1086,900,691,298,215
125,1177,1087,900,691,297,214
126,1177,1087,899,691,297,213
127,1178,1088,899,691,296,212
128,1178,1088,899,691,295,212
129,1179,1089,899,690,295,211
130,1179,1089,898,690,294,210
131,1180,1090,898,690,293,209
132,1180,1090,898,690,293,208
133,1181,1091,898,690,292,207
134,1181,1091,898,690,291,206
135,1182,1092,897,690,291,206
136,1182,1092,897,690,290,205
137,1183,1093,897,690,290,204
138,1183,1093,897,690,289,203
139,1184,1094,897,690,289,203
140,1184,1094,897,690,288,202
141,1185,1095,897,690,288,201
142,1186,1096,896,690,287,201
143,1186,1096,896,690,287,200
144,1187,1097,896,690,287,200
145,1187,1097,896,691,286,199
146,1188,1098,896,691,286,198
147,1188,1098,896,691,285,198
148,1189,1099,896,691,285,197
149,1189,1099,896,691,285,197
150,1190,1100,896,691,285,196
151,1190,1100,896,691,284,196
152,1191,1101,896,691,284,196
153,1191,1101,896,691,284,195
154,1191,1101,896,692,284,195
155,1192,1102,896,692,284,195
156,1192,1102,896,692,283,194
157,1193,1103,896,692,283,194
158,1193,1103,896,692,283,194
159,1194,1104,896,692,283,193
160,1194,1104,896,692,283,193
161,1195,1105,896,693,283,193
162,1195,1105,896,693,283,193
163,1195,1105,896,693,283,193
164,1196,1106,896,693,283,193
165,1196,1106,897,693,283,193
166,1196,1106,897,694,283,193
167,1197,1107,897,694,283,193
168,1197,1107,897,694,283,193
169,1197,1107,897,694,283,193
170,1198,1108,897,695,283,193
171,1198,1108,897,695,283,193
172,1198,1108,898,695,284,193
173,1199,1109,898,695,284,193
174,1199,1109,898,695,284,193
175,1199,1109,898,696,284,193
176,1199,1109,898,696,284,194
177,1199,1109,899,696,285,194
178,1200,1110,899,696,285,194
179,1200,1110,899,696,285,194
180,1200,1110,899,697,285,195
181,1200,1110,900,697,286,195
182,1200,1110,900,697,286,195
183,1200,1110,900,697,286,196
184,1200,1110,900,697,287,196
186,1200,1110,901,698,287,197
187,1200,1110,901,698,287,197
188,1200,1110,901,698,288,198
189,1200,1110,902,698,288,198
190,1200,1110,902,698,288,198
191,1200,1110,902,699,289,199
192,1200,1110,902,699,289,200
193,1200,1110,903,699,290,200
194,1200,1110,903,699,290,201
195,1200,1110,903,699,291,201
196,1200,1110,903,699,291,202
197,1199,1109,904,699,291,202
198,1199,1109,904,700,292,203
199,1199,1109,904,700,292,204
200,1199,1109,904,700,293,204
201,1198,1108,905,700,293,205
202,1198,1108,905,700,294,205
203,1198,1108,905,700,294,206
204,1197,1107,905,700,295,207
205,1197,1107,906,700,295,207
206,1197,1107,906,700,296,208
207,1196,1106,906,700,296,209
208,1196,1106,906,700,296,209
209,1196,1106,906,700,297,210
210,1195,1105,907,700,297,211
211,1195,1105,907,700,298,211
212,1194,1104,907,700,298,212
213,1194,1104,907,700,299,213
214,1193,1103,907,700,299,213
215,1192,1102,907,700,300,214
216,1192,1102,907,700,300,215
217,1191,1101,907,700,301,216
218,1191,1101,908,700,301,216
219,1190,1100,908,700,302,217
220,1189,1099,908,700,302,218
221,1189,1099,908,700,303,218
222,1188,1098,908,700,303,219
223,1187,1097,908,700,304,220
224,1187,1097,908,700,304,220
225,1186,1096,908,699,305,221
226,1185,1095,908,699,305,222
227,1184,1094,908,699,306,222
228,1184,1094,908,699,306,223
229,1183,1093,908,699,306,224
230,1182,1092,907,699,307,224
231,1181,1091,907,698,307,225
232,1180,1090,907,698,308,226
233,1179,1089,907,698,308,226
234,1179,1089,907,698,309,227
235,1178,1088,907,698,309,227
236,1177,1087,907,697,309,228
237,1176,1086,906,697,310,229
238,1175,1085,906,697,310,229
239,1174,1084,906,697,311,230
240,1173,1083,906,696,311,230
241,1172,1082,905,696,312,231
242,1171,1081,905,696,312,232
243,1170,1080,905,695,312,232
244,1169,1079,905,695,313,233
245,1168,1078,904,695,313,233
246,1167,1077,904,695,314,234
247,1166,1076,904,694,314,234
248,1165,1075,903,694,314,235
249,1164,1074,903,694,315,235
250,1163,1073,902,693,315,236
251,1162,1072,902,693,316,236
252,1161,1071,902,693,316,237
253,1160,1070,901,692,316,238
254,1159,1069,901,692,317,238
255,1158,1068,900,692,317,239
256,1157,1067,900,691,317,239
257,1156,1066,899,691,318,239
258,1155,1065,899,691,318,240
259,1154,1064,898,690,319,240
260,1153,1063,898,690,319,241
261,1152,1062,897,689,319,241
262,1151,1061,897,689,320,242
263,1150,1060,896,689,320,242
264,1148,1058,896,688,320,243
265,1147,1057,895,688,321,243
266,1146,1056,895,688,321,244
267,1145,1055,894,687,322,244
268,1144,1054,894,687,322,245
269,1143,1053,893,687,322,245
270,1142,1052,892,686,323,245
271,1141,1051,892,686,323,246
272,1140,1050,891,686,323,246
273,1139,1049,891,685,324,247
274,1138,1048,890,685,324,247
275,1136,1046,889,685,325,248
276,1135,1045,889,684,325,248
277,1134,1044,888,684,325,248
279,1133,1043,888,684,326,249
280,1132,1042,887,683,326,249
281,1131,1041,886,683,327,250
282,1130,1040,886,683,327,250
283,1129,1039,885,682,328,250
284,1128,1038,884,682,328,251
285,1127,1037,884,682,328,251
286,1126,1036,883,681,329,252
287,1125,1035,882,681,329,252
288,1124,1034,882,681,330,253
289,1123,1033,881,681,330,253
290,1122,1032,881,680,331,253
291,1121,1031,880,680,331,254
292,1120,1030,879,680,332,254
293,1119,1029,879,680,332,255
294,1118,1028,878,679,333,255
295,1117,1027,878,679,333,256
296,1116,1026,877,679,334,256
297,1115,1025,876,679,334,257
298,1114,1024,876,679,335,257
299,1114,1024,875,679,335,257
300,1113,1023,875,678,336,258
301,1112,1022,874,678,336,258
302,1111,1021,873,678,337,259
303,1110,1020,873,678,337,259
304,1110,1020,872,678,338,260
305,1109,1019,872,678,338,260
306,1108,1018,871,678,339,261
307,1107,1017,871,678,340,261
308,1107,1017,870,678,340,262
309,1106,1016,870,677,341,262
310,1105,1015,869,677,341,263
311,1105,1015,869,677,342,263
