312,1104,1014,868,677,343,264
313,1103,1013,868,677,343,264
314,1103,1013,868,677,344,265
315,1102,1012,867,677,345,265
316,1102,1012,867,678,345,266
317,1101,1011,866,678,346,266
318,1100,1010,866,678,347,267
319,1100,1010,866,678,347,268
320,1100,1010,865,678,348,268
321,1099,1009,865,678,349,269
322,1099,1009,865,678,349,269
323,1098,1008,865,678,350,270
324,1098,1008,864,678,351,270
325,1098,1008,864,679,351,271
326,1097,1007,864,679,352,272
327,1097,1007,864,679,353,272
328,1097,1007,864,679,353,273
329,1096,1006,863,679,354,273
330,1096,1006,863,680,355,274
331,1096,1006,863,680,356,275
332,1096,1006,863,680,356,275
333,1096,1006,863,680,357,276
334,1095,1005,863,681,358,277
335,1095,1005,863,681,359,277
336,1095,1005,863,681,359,278
337,1095,1005,863,682,360,278
338,1095,1005,863,682,361,279
339,1095,1005,863,682,361,280
341,1095,1005,863,683,362,280
342,1095,1005,863,683,363,281
343,1095,1005,863,684,364,282
344,1095,1005,864,684,364,282
345,1096,1006,864,684,365,283
346,1096,1006,864,685,366,283
347,1096,1006,864,685,366,284
348,1096,1006,864,686,367,285
349,1096,1006,865,686,368,285
350,1097,1007,865,687,368,286
351,1097,1007,865,687,369,286
352,1097,1007,865,687,370,287
353,1097,1007,866,688,370,288
354,1098,1008,866,688,371,288
355,1098,1008,867,689,371,289
356,1099,1009,867,689,372,289
357,1099,1009,867,690,373,290
358,1099,1009,868,690,373,290
359,1100,1010,868,691,374,291
360,1100,1010,869,691,374,292
361,1101,1011,869,692,375,292
362,1101,1011,870,692,375,293
363,1102,1012,870,693,376,293
364,1102,1012,871,693,376,293
365,1103,1013,871,694,377,294
366,1103,1013,872,694,377,294
367,1104,1014,872,695,378,295
368,1105,1015,873,695,378,295
369,1105,1015,874,696,378,296
370,1106,1016,874,696,379,296
371,1106,1016,875,697,379,296
